work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote,company_location,company_size
2022,MI,FT,Data Scientist,30523,IN,1,IN,L
2022,EN,FT,Data Scientist,17805,IN,1,IN,M
2022,MI,FT,Research Scientist,23000,IN,1,IN,L
2022,SE,FT,Data Management Specialist,68293,IT,0,IT,L
2022,MI,FT,Data Engineer,110446,LT,0,LT,M
2022,MI,FT,Data Engineer,79178,LT,0,LT,M
2022,EN,FT,Computer Vision Engineer,10000,PT,1,LU,M
2022,EN,FT,AI Developer,6304,MK,0,MK,S
2022,SE,FT,Machine Learning Engineer,255000,MX,1,MX,M
2022,SE,FT,Machine Learning Engineer,185000,MX,1,MX,M
2022,MI,FT,Data Scientist,30000,MX,1,MX,L
2022,SE,FT,Data Science Engineer,60000,AR,1,MX,L
2022,EN,FT,Data Scientist,40000,JP,1,MY,L
2022,SE,FT,BI Analyst,200000,NG,1,NG,S
2022,MI,FT,Data Scientist,115573,NL,0,NL,M
2022,MI,FT,Data Scientist,89306,NL,0,NL,M
2022,EX,FT,Research Scientist,84053,NL,0,NL,L
2022,SE,FT,Data Analytics Manager,133000,NL,0,NL,L
2022,EN,FT,Data Engineer,59888,NL,1,NL,L
2022,MI,FT,Data Scientist,54634,NL,1,NL,S
2022,SE,FT,Machine Learning Engineer,59888,NL,1,NL,L
2022,EN,FT,Data Analytics Engineer,20000,PK,0,PK,M
2022,EN,FT,Applied Data Scientist,40000,AU,1,PK,M
2022,MI,FT,NLP Engineer,44365,PL,1,PL,S
2022,MI,FT,Data Scientist,33609,PL,1,PL,L
2022,SE,FT,Machine Learning Engineer,200000,PR,1,PR,M
2022,SE,FT,Machine Learning Engineer,135000,PR,1,PR,M
2022,SE,FT,Data Engineer,200000,PR,1,PR,M
2022,SE,FT,Data Engineer,135000,PR,1,PR,M
2022,SE,FT,Data Engineer,63040,PT,0,PT,M
2022,SE,FT,Data Engineer,36773,PT,0,PT,M
2022,SE,FT,Data Engineer,73546,PT,0,PT,M
2022,SE,FT,Data Engineer,42026,PT,0,PT,M
2022,SE,FT,Lead Machine Learning Engineer,69344,PT,1,PT,L
2022,EN,FT,ML Engineer,21013,PT,1,PT,L
2022,EX,FT,Data Science Manager,106000,UZ,0,RU,L
2022,SE,FT,Product Data Scientist,8000,IN,1,SG,L
2022,SE,FT,Cloud Data Engineer,12608,SK,1,SK,S
2022,MI,FT,Data Scientist,10000,TR,0,TR,M
2022,EN,FT,Data Scientist,85000,US,0,US,M
2022,EN,FT,Data Scientist,130000,US,0,US,M
2022,SE,FT,Data Engineer,175000,US,0,US,M
2022,SE,FT,Data Engineer,155000,US,0,US,M
2022,SE,FT,Data Engineer,153600,US,0,US,M
2022,SE,FT,Data Engineer,106800,US,0,US,M
2022,SE,FT,Data Scientist,150000,US,0,US,M
2022,SE,FT,Data Scientist,140000,US,0,US,M
2022,SE,FT,Data Science Consultant,122000,US,0,US,M
2022,SE,FT,Data Science Consultant,94500,US,0,US,M
2022,SE,FT,Data Engineer,170000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Science Consultant,145000,US,0,US,M
2022,SE,FT,Data Science Consultant,128000,US,0,US,M
2022,SE,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Data Engineer,175000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,115000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,MI,FT,Data Engineer,260000,US,0,US,M
2022,MI,FT,Data Engineer,175000,US,0,US,M
2022,SE,FT,Data Scientist,220000,US,0,US,M
2022,SE,FT,Data Scientist,146000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,MI,FT,Data Engineer,120000,US,0,US,M
2022,MI,FT,Data Engineer,95000,US,0,US,M
2022,EN,FT,Data Engineer,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,US,0,US,M
2022,EN,FT,Data Engineer,85000,US,0,US,M
2022,EN,FT,Data Engineer,65000,US,0,US,M
2022,SE,FT,Data Scientist,140000,US,0,US,M
2022,SE,FT,Data Scientist,120000,US,0,US,M
2022,MI,FT,Data Scientist,150000,US,0,US,M
2022,MI,FT,Data Scientist,110000,US,0,US,M
2022,SE,FT,Data Scientist,190000,US,0,US,M
2022,SE,FT,Data Scientist,155000,US,0,US,M
2022,MI,FT,Data Engineer,130000,US,0,US,M
2022,MI,FT,Data Engineer,115000,US,0,US,M
2022,MI,FT,Data Engineer,105000,US,0,US,M
2022,MI,FT,Data Engineer,70000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Engineer,75000,US,0,US,M
2022,SE,FT,Data Science Manager,175000,US,0,US,M
2022,SE,FT,Data Science Manager,120000,US,0,US,M
2022,SE,FT,Data Engineer,167500,US,0,US,M
2022,SE,FT,Data Engineer,106500,US,0,US,M
2022,MI,FT,Data Scientist,145000,US,0,US,M
2022,MI,FT,Data Scientist,100000,US,0,US,M
2022,SE,FT,Data Engineer,175000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,175000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,EX,FT,Data Engineer,200000,US,0,US,M
2022,EX,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Data Analyst,120000,US,0,US,M
2022,SE,FT,Data Analyst,95000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,145000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Data Engineer,78000,US,0,US,M
2022,SE,FT,Data Scientist,190000,US,0,US,M
2022,SE,FT,Data Scientist,150000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,US,0,US,M
2022,SE,FT,Research Engineer,249500,US,0,US,M
2022,SE,FT,Research Engineer,149850,US,0,US,M
2022,SE,FT,Data Scientist,249500,US,0,US,M
2022,SE,FT,Data Scientist,149850,US,0,US,M
2022,EN,FT,Data Analyst,55000,US,0,US,M
2022,EN,FT,Data Analyst,48000,US,0,US,M
2022,SE,FT,Research Scientist,249500,US,0,US,M
2022,SE,FT,Research Scientist,149850,US,0,US,M
2022,SE,FT,Data Engineer,198800,US,0,US,M
2022,SE,FT,Data Engineer,122600,US,0,US,M
2022,EN,FT,Data Engineer,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Data Analyst,166700,US,0,US,M
2022,SE,FT,Data Analyst,119000,US,0,US,M
2022,EN,FT,Data Scientist,124234,US,0,US,M
2022,EN,FT,Data Scientist,74540,US,0,US,M
2022,SE,FT,Data Specialist,110000,US,0,US,M
2022,SE,FT,Data Specialist,70000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Data Scientist,128000,US,0,US,M
2022,SE,FT,Data Scientist,81500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,192000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,120000,US,0,US,M
2022,SE,FT,Data Analyst,120000,US,0,US,M
2022,SE,FT,Data Analyst,95000,US,0,US,M
2022,SE,FT,Data Scientist,165000,US,0,US,M
2022,SE,FT,Data Scientist,125000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,130000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,90000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,230000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,150000,US,0,US,M
2022,SE,FT,Data Engineer,153600,US,0,US,M
2022,SE,FT,Data Engineer,106800,US,0,US,M
2022,MI,FT,Data Scientist,180000,US,0,US,M
2022,MI,FT,Data Scientist,120000,US,0,US,M
2022,EN,FT,Data Engineer,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,152500,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Engineer,178750,US,0,US,M
2022,SE,FT,Data Engineer,160000,US,0,US,M
2022,MI,FT,Machine Learning Scientist,165000,US,0,US,M
2022,MI,FT,Machine Learning Scientist,135000,US,0,US,M
2022,SE,FT,Data Engineer,105000,US,0,US,M
2022,SE,FT,Data Engineer,70000,US,0,US,M
2022,SE,FT,Data Scientist,130000,US,0,US,M
2022,SE,FT,Data Scientist,95000,US,0,US,M
2022,SE,FT,Data Scientist,203500,US,0,US,M
2022,SE,FT,Data Scientist,152000,US,0,US,M
2022,SE,FT,Data Engineer,197000,US,0,US,M
2022,SE,FT,Data Engineer,99000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Data Engineer,78000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,US,0,US,M
2022,SE,FT,Data Specialist,110000,US,0,US,M
2022,SE,FT,Data Specialist,70000,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,SE,FT,Data Engineer,213000,US,0,US,M
2022,SE,FT,Data Engineer,152000,US,0,US,M
2022,SE,FT,Data Scientist,110000,US,0,US,M
2022,SE,FT,Data Scientist,70000,US,0,US,M
2022,SE,FT,Data Engineer,175000,US,0,US,M
2022,SE,FT,Data Engineer,150000,US,0,US,M
2022,MI,FT,Data Analyst,165000,US,0,US,M
2022,MI,FT,Data Analyst,124000,US,0,US,M
2022,SE,FT,Data Engineer,300000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Data Analyst,105000,US,0,US,M
2022,SE,FT,Data Analyst,70000,US,0,US,M
2022,SE,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Data Analyst,70000,US,0,US,M
2022,EN,FT,Machine Learning Engineer,189750,US,0,US,M
2022,EN,FT,Machine Learning Engineer,140250,US,0,US,M
2022,SE,FT,Data Analyst,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,US,0,US,M
2022,MI,FT,Data Analyst,160000,US,0,US,M
2022,MI,FT,Data Analyst,109000,US,0,US,M
2022,SE,FT,Research Engineer,250000,US,0,US,M
2022,SE,FT,Research Engineer,150000,US,0,US,M
2022,MI,FT,Data Analyst,206000,US,0,US,M
2022,MI,FT,Data Analyst,160000,US,0,US,M
2022,SE,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,EN,FT,Data Engineer,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,MI,FT,Data Engineer,120000,US,0,US,M
2022,MI,FT,Data Engineer,95000,US,0,US,M
2022,SE,FT,Data Engineer,191200,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Engineer,191200,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Engineer,230000,US,0,US,L
2022,SE,FT,Data Engineer,154600,US,0,US,L
2022,SE,FT,Data Engineer,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,US,0,US,M
2022,SE,FT,Data Scientist,140000,US,0,US,M
2022,SE,FT,Data Scientist,120000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,SE,FT,Analytics Engineer,135000,US,0,US,M
2022,SE,FT,Analytics Engineer,110000,US,0,US,M
2022,MI,FT,Data Analytics Manager,155000,US,0,US,M
2022,MI,FT,Data Analytics Manager,140000,US,0,US,M
2022,SE,FT,Data Engineer,179500,US,0,US,M
2022,SE,FT,Data Engineer,134000,US,0,US,M
2022,MI,FT,Data Scientist,180000,US,0,US,M
2022,MI,FT,Data Scientist,120000,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,115000,US,0,US,M
